Location_id,Location,Address
L051,Adambakkam," 153, Karuneegar Street, Adambakkam, Chennai"
L060,Washermenpet," 780/1, T.H Road, Thiruvottiyur, Washermenpet, Chennai"
L050,Tambaram," 2C, Nehru Nagar, Near Radha Petrol Bunk, GST Road, Kadaperi, Tambaram, Chennai"
L008,T. Nagar," 10/4, South Usman Road, T Nagar, Chennai, T. Nagar, Chennai"
L067,Avadi," Shop 7, Ground Floor, D wing, Paruthipattu Village, Poonamallee Block, Avadi, Chennai"
L060,Washermenpet," 445 T.H Road, Washermenpet, Chennai"
L211,"Park Plaza OMR, Thuraipakkam"," Park Plaza, OMR, 142, Thuraipakkam, Chennai"
L010,Porur," Plot 53, 7th Street, Sri Lakshmi Nagar, Mowlivakkam, Porur, Chennai"
L109,Sowcarpet," 274/380, Mint Street, Sowcarpet, Chennai"
L010,Porur," 59, Murugan Koil Street, Old Register Office, Kundrathur, Porur, Chennai"
L001,Pallavaram," 97, Pammal Main Road, Pallavaram, Chennai"
L010,Porur," 31, Kundrathur Main Road, Porur, Chennai"
L017,Ramapuram," 3/2, Valluvar Salai, Ramapuram, Chennai"
L032,Egmore," 29, Whannels Road, Near Albert Theatre, Egmore, Chennai"
L070,Triplicane," Shop 197, Bells Road, Chepauk, Triplicane, Chennai"
L042,Anna Nagar West," 340 & 341, 2nd Avenue, G Block, Ranganathan Garden, Anna Nagar West, Chennai"
L004,Perambur," Ramamoorthy Colony (opp. to mass super market), Tiru Vi Ka Nagar, Perambur, Chennai"
L007,Anna Nagar East," 28/5, Q-Block, 16th Street, Anna Nagar East, Chennai"
L010,Porur," 21, Raja Rajeshwari Nagar, Mathanathapuram, Porur, Chennai"
L076,Poonamalle," 219/1, Poonamalle High Road, Kumananchavadi, Poonamalle, Chennai"
L007,Anna Nagar East," 91, Q Block, 4th Main Road, Anna Nagar East, Chennai"
L003,Kodambakkam," 322/1, Arcot Road, Ganga Nagar, Kodambakkam, Chennai"
L068,Padur," Shop 2, Blue Bells Apartment, Near Jeppiar SRR Engineering College, OMR Road, Padur, Chennai"
L036,Sholinganallur," Shop 32, O.M.R, Sholinganallur, Chennai"
L077,GST Road," Guduvancherry, GST Road, Chennai"
L047,Mahabalipuram," 1, Electro Street, 67km Milestone, ECR Road, Poonthandalam Village, Kunnathur, Mahabalipuram, Chennai"
L059,Palavakkam," 4/222, East Coast Road, Palavakkam, Chennai"
L096,Kanchipuram District," 4/373, Periyar Street, Near St Thomas Mount Block, Perumbakkam, Kanchipuram District, Chennai"
L069,Teynampet," 129,  Eldams Road, Teynampet, Chennai"
L042,Anna Nagar West," 6/2, 2nd Floor, Santham Colony, Anna Nagar West, Chennai"
L028,Kolathur," Shop 1, Nethaji Street, New Lakshmipuram, Near Maya Hospital, Kolathur, Chennai"
L177,Kanathur," 415, East Coast Road, Kanathur, Chennai"
L004,Perambur," 246, Kandasamy Salai, Periyar Nagar, Perambur, Chennai"
L054,K.K. Nagar," 1035, Munuswamy Salai, K.K. Nagar, Chennai"
L031,Potheri," 3, Samundeeswari Nagar, GST Road, Near SRM University. Thailavaram, Potheri, Chennai"
L004,Perambur," Shop 65, M.H.Road, Moolakadai, Perambur, Chennai"
L119,Vandalur," 2/287, Anna Main Road, Mahalakshmi Nagar, Kolapakkam, Vandalur, Chennai"
L032,Egmore," 71, Egmore High Road, Egmore, Chennai"
L053,Selaiyur," 152/2, John's Cottage, Camproad, Selaiyur, Chennai"
L022,Mogappair," Old 6, New 12, Dr. J Jayalalitha Nagar, Mogappair, Chennai"
L214,"Hotel Vassi Palaze, Kanchipuram District"," Hotel Vassi Palaze, 3, CMDA Town Centre, Maraimalai Nagar, Kattankulathur Village, GST Road, Kanchipuram District, Chennai"
L065,Thiruvallur," 43/315, Agathiyar Street, Rajajipuram, Thiruvallur, Chennai"
L057,George Town," 8, P V Iyer Street, Mahfushkhan Garden, Maskan Chavadi, George Town, Chennai"
L037,Perungudi," 34, 1st street, Srinivasa Nagar, Kandhanchavadi, Perungudi, Chennai"
L029,Valasaravakkam," 26, Chintamani Vinayagar Koil Street, Alwarthirunagar, Valasaravakkam, Chennai"
L268,Velachery," Highway Food Street, 452/1 & 453/1, Door 1st Floor, Opposite Murugan Kalyana Mandapam Rajalakshmi Nagar, Velachery, Chennai"
L008,T. Nagar," 15, Rameswaram Road, T. Nagar, Chennai"
L037,Perungudi, Delivery Only
L054,K.K. Nagar," 12/2, West Vanniyar, 1st Street, Nesapakkam, K.K. Nagar, Chennai"
L131,Kovalam," 2/212, Kovalam Main Road, ECR, Kovalam, Chennai"
L019,Thuraipakkam," Plot 12, 8th Cross Street, Anand Nagar Main Road, Beside Dribble Sports Arena, Thoraipakkam, Chennai"
L079,Ekkaduthangal," 1/18, 3rd Street, Opposite A.R Rahman Masjid, Achuthan Nagar, Ekkaduthangal, Chennai"
L004,Perambur," 113/48, Raghavan Street, Perambur, Chennai"
L010,Porur," 90B, Second Main Road, Sabari Nagar, Porur, Chennai"
L069,Teynampet," 532, Anna Salai, Teynampet, Chennai"
L010,Porur," 5/125, Kundrathur Main Road, Mowlivakkam, Porur, Chennai"
L004,Perambur," Karthikeyan Road, Periyar Nagar West, Perambur, Chennai"
L005,Medavakkam," 4/338, Velachery Main Road, Medavakkam, Chennai"
L028,Kolathur," 48C/198, Kannaki Street, Thiruvallur Nagar, Kolathur, Chennai"
L070,Triplicane," 1, Venkatachala Street, Triplicane, Chennai"
L037,Perungudi," 90, CBI Colony, 3rd Street, Kandanchavadi, Perungudi, Chennai"
L080,Chengalpattu," 55/70, Bharathiyar Street, Chengalpattu, Chennai"
L004,Perambur," 67/68, Melpatti Ponnappa Mudhali Street, Perambur, Chennai"
L077,GST Road," 163/A, GST Road, Chennai"
L268,Velachery," 7, Sri Nivasa Complex, Opposite Vijaya Nagar Bus Stop, Velachery, Chennai"
L017,Ramapuram," 3/2, Valluvar Salai, Ramapuram, Chennai"
L079,Ekkaduthangal," 8A/1 Jawaharlal Nehru Salai, Ekkaduthangal, Chennai"
L026,Royapettah," 214, Bharathi Salai, Royapettah, Chennai"
L050,Tambaram," 48/537, Mudichur Road, Tambaram, Chennai"
L011,Kilpauk," 262, Kilpauk Garden Road, Kilpauk, Chennai"
L010,Porur," 22A&B, Kundrathuk Road, Porur, Chennai"
L075,Taramani," 5/25, Pillaiyar Koil Street, Taramani, Chennai"
L010,Porur," 21/6, Thiru Vi Ka Street, Kamatchi Amman Nagar, Vanagaram, Porur, Chennai"
L003,Kodambakkam," 98/339, Arcot Road, Opposite Gokulam Chit Funds, Kodambakkam, Chennai"
L101,Tiruvottiyur," 39, Esanimuthu Kovil Street, Tiruvottiyur, Chennai"
L076,Poonamalle," 55, Bangalore Highway Road, Near Saveetha Medical College, Tandalam, Chennai"
L268,Velachery," 40 A, Sarathy Nagar, Tharamani Main Road, Velachery, Chennai"
L010,Porur," 17/135, Alapakkam Main Road, Opposite ICICI Bank ATM, Porur, Chennai"
L063,Egatoor," 4/170, KR Building, State Highway 49A, Egatoor, Chennai"
L268,Velachery," 6 & 7, Ramagiri Extension, Taramani Link Road, Velachery, Chennai"
L068,Padur," 1-11, East Coast Road, Kunnukadu, Padur, Chennai"
L047,Mahabalipuram," 68, Behind SBI ATM, East Raja Street, Mahabalipuram, Chennai"
L077,GST Road," 6, Nellikuppam Road, Nandhivaram, Guduvanchery, GST Road, Chennai"
L013,Ashok Nagar," 8/37, 2nd Avenue, Near R3 Police Station, Ashok Nagar, Chennai"
L060,Washermenpet," 244, Thyaagi Perumal Saalai, T.H Road, Washermenpet, Chennai"
L011,Kilpauk," 216, EVR Periyar Salai, Poonamallee High Road, Kilpauk, Chennai"
L037,Perungudi," Food Court Block 'A' , Spinfocity, 40 Magar Salai, Perungudi, Chennai"
L090,Choolaimedu," 2/3, Sowrashtra Nagar, Choolaimedu, Chennai"
L052,Nanganallur," 125, Nehru High Road, Block 10, Teachers Colony, Nanganallur, Chennai"
L004,Perambur," A 89, Venkatesan Salai Periyar Nagar, Perambur, Chennai"
L034,Thiruvanmiyur," 114, 2nd Main Road, Thiruvalluvar Nagar, Thiruvanmiyur, Chennai"
L066,Injambakkam," Shop C-5, 165, OMR Food Street, East Coast Road, Injambakkam, Chennai"
L044,Ambattur, Delivery Only
L045,Thousand Lights," 3, Rudland Gate, 4th Street, Thousand Lights, Chennai"
L051,Adambakkam," 50, City Link Road, Maduvankarai, Adambakkam, Chennai"
L025,Nungambakkam," 24, College Road, Subba Road Avenue, Nungambakkam, Chennai"
L077,GST Road," 3, New Perungulathur, GST Road, Chennai"
L037,Perungudi," 5/242, Veeramani Street, Kandanchavadi, Perungudi, Chennai"
L019,Thuraipakkam," Chennai Food Town, Sai Nagar, 1st Main Road, Thuraipakkam, Chennai"
L044,Ambattur," 70/46 E, North Park Street, Venkatapuram, Opposite Girls High School, Ambattur, Chennai"
L049,Maduravoyal," Shop 76, PH Road, Maduravoyal, Chennai"
L045,Thousand Lights," 11, 25 - 27, Aziz Mulk 3rd Street, Greams Road, Thousand Lights, Chennai"
L050,Tambaram," 19/4, Periyazwar Street, Sundaram Colony, Tambaram, Chennai"
L071,Arumbakkam," 53B, Ground Floor, Vinayagapuram Road, MMDA Colony, Arumbakkam, Chennai"
L074,Kelambakkam," 3/23, Old Mahabalipuram Road, Kelambakkam, Chennai"
L076,Poonamalle," 54, Trunk Road, Poonamalle, Chennai"
L004,Perambur," 55, Haji Abdul Rahim Street, Jamalia, Perambur, Chennai"
L268,Velachery," 2, Annai Indira Nagar, Main Road East, Near Chennai Silks, Velachery, Chennai"
L008,T. Nagar," Old 25, New 56, South West Borg Road, T. Nagar, Chennai"
L010,Porur," 8A, Big Street, Kundrathur, Porur, Chennai"
L080,Chengalpattu," 4/47, Vallalar Valagam Gst Road Singaperumalkoil, Chengalpattu, Chennai"
L079,Ekkaduthangal," 349/350, Ganapathy Colony, 2nd Street, Ekkaduthangal, Chennai"
L097,Virugambakkam," 9, Kamarajar Salai, Virugambakkam, Chennai"
L034,Thiruvanmiyur," 103/20A, East Mada Street, Thiruvanmiyur, Chennai"
L097,Virugambakkam," 8B/2, 1st Floor, Nerkundram Road, Vedha Nagar, Chinmaya Nagar Stage II Extension, Kumaran Nagar, Virugambakkam, Chennai"
L007,Anna Nagar East," 7/14 Raju Street,Near Ayanavaram Water Tank, Anna Nagar East, Chennai"
L008,T. Nagar," 90/98, Muthukrishnan Street, Pondy Bazaar, T. Nagar, Chennai"
L092,Shenoy Nagar," 8th Cross Street, Pulls Avenue, Opposite Bollywood Shoes, Shenoy Nagar, Chennai"
L037,Perungudi," 114, S V Complex, 1st Floor, Old Mahabalipuram Road, Perungudi, Chennai"
L065,Thiruvallur," 33/3, Motilal Street, Thiruvallur, Chennai"
L035,Saligramam," 32, Arunachalam Road, Saligramam, Chennai"
L057,George Town," 2nd Lane Beach Road, Near Beach Station, George Town, Chennai"
L239,"Hotel Shelter, Mylapore"," Hotel Shelter, 19, Venkatesa Agraharam Street, Mylapore, Chennai"
L037,Perungudi," 143 DR, Food Court, SP Infocity, MG Road, Perungudi, Chennai"
L044,Ambattur," 2, Pallam street, Ambattur OT, Ambattur, Chennai"
L111,"Ampa Skywalk Mall, Aminijikarai"," Shop 14, 3rd Floor, Ampa Sky Walk Food Court, Nelson Manickam Road, Aminijikarai, Chennai"
L003,Kodambakkam," 11A, Puliyur 2nd Main Road, Trustpuram, Kodambakkam, Chennai"
L112,Park Town," 334, Allikulam Mor Market, Near Central Railway Station, Park Town, Chennai"
L074,Kelambakkam," OMR Road, Kelambakkam, Chennai"
L012,Purasavakkam," 14/27, Perambur Barracks Road, Pattalam, Purasavakkam, Chennai"
L034,Thiruvanmiyur," 231, Kabs Square Complex, Kaveri Nagar, Thiruvanmiyur, Chennai"
L071,Arumbakkam," J Block, Old 146, New 51, Vinayagapuram, MMDA Colony, Arumbakkam, Chennai"
L077,GST Road," Madambakkam Main Road, Guduvanchery, GST Road, Chennai"
L050,Tambaram," 165, Velachery Main Road, East Tambaram, Chennai"
L037,Perungudi," A6/4, Plaza Green Acres, Kamaraj Nagar, Perungudi, Chennai"
L006,Navallur," 77, JJ Street, Natham, Thazhambur, Navallur, Chennai"
L135,"Ideal Beach Resort, East Coast Road (ECR)"," Ideal Beach Resort, 164, ECR, Kovalam, Chennai"
L001,Pallavaram," 8/130, GST Road, Pallavaram, Chennai"
L044,Ambattur," 48, TVS Colony, Anna Nagar West Extension, Ambattur, Chennai"
L026,Royapettah," 58, Peters Road, Royapettah, Chennai"
L059,Palavakkam," 2/45, DC Complex, East Coast Road, Palavakkam, Chennai"
L017,Ramapuram," 17, Mount Poonamalle Road, Nandambakkam, Ramapuram, Chennai"
L028,Kolathur," 170, Surapet Main Road, Vinayagapuram, Kolathur, Chennai"
L088,Karapakkam," 2/106 M, Murugan, Gangaiamman Koil Street, Karapakkam, Chennai"
L021,Alwarpet," 12/1, 3rd Cross Street Extension, Seethammal Colony, Alwarpet, Chennai"
L117,"Ascendas IT Park, Taramani"," 5, Ascendas IT Park, Taramani, Chennai"
L007,Anna Nagar East," 73, 7th Avenue, Shanthi Colony, Anna Nagar East, Chennai"
L018,Mylapore," 153, Luz Church Road, Near Nageshwar Rao Park, Mylapore, Chennai"
L070,Triplicane," 328, Triplicane High Road, Triplicane, Chennai"
L035,Saligramam," 1, LV Prasad Road, Dhanalakshmi Colony, Saligramam, Chennai"
L031,Potheri," 19, Kakkan Street, Katangulutur, Potheri, Chennai"
L028,Kolathur," Hotel SRM Grands, 9, Jayanthi Nagar, 200 Feet Road, Kolathur, Chennai"
L088,Karapakkam, Delivery Only
L010,Porur," Near Petrol Bunk, Thirumudivakkam, Porur, Chennai"
L033,Madipakkam," S Kolathur, Maxworth Nagar, Kovilambakkam, Madipakkam, Chennai"
L090,Choolaimedu," 44, Bharatheswarar Colony Main Road, Chokanathpuram, Bharatheswarar Colony, Choolaimedu, Chennai"
L002,Alandur," 1, GST Road, Alandur, Chennai"
L004,Perambur," Thiruvika Nagar, Agaram Junction, Ramamoorthy Colony, Perambur, Chennai"
L074,Kelambakkam," 1/207 Nithya Sri Towers, Kamarajar Street, Kelambakkam, Chennai"
L004,Perambur," 47/111, Raghavan Street, Perambur, Chennai"
L091,Saidapet," 1, Rangarajapuram, 3rd Street, Near Saidapet Court, Saidapet, Chennai"
L044,Ambattur," 1, Zion Street, Mannurpet Padi, Ambattur, Chennai"
L044,Ambattur," 127, Sathya Nagar, Padi, Ambattur, Chennai"
L110,Red Hills," 83/89, North Redhills Road, Villivakkam, Red Hills, Chennai"
L004,Perambur," 7, Saraswathi Square, Perambur, Chennai"
L081,Madhavaram," 293, M.R.H Road, Madhavaram, Chennai"
L001,Pallavaram," 33, Chennai - Theni Highway, Pallavaram, Chennai"
L053,Selaiyur," 284/3A, 1st Floor, Agaram Main Road, Indira Nagar, Selaiyur, Chennai"
L036,Sholinganallur," Secound Floor, 2/301, 175, East Coast Road, Akkarai Junction, Sholinganallur, Chennai"
L005,Medavakkam," 1/131, 2nd Street, Periya Kovilambakkam, Medavakkam, Chennai"
L004,Perambur," 99/1, Madhavaram High Road, Perambur, Chennai"
L076,Poonamalle," Shop 3, Hayath Plaza Building, Nambi Street, Poonamalle, Chennai"
L012,Purasavakkam," 4/36, Thank Street, Purasavakkam, Chennai"
L009,Vadapalani," 17/65, Gangaiamman Koil Street, Vadapalani, Chennai"
L021,Alwarpet," 51, T T K Road, Alwarpet, Chennai"
L040,Semmancheri, Delivery Only
L037,Perungudi," 34, 1st Floor, 1st Street, Srinivasa Nagar, Kandanchavadi, Perungudi, Chennai"
L022,Mogappair," 7, Church Road, Mogappair East, Chennai"
L003,Kodambakkam," 248.80, Rangarajapuram Main Road, Kodambakkam, Chennai"
L074,Kelambakkam," 1/11, OMR, SS Complex, Kelambakkam, Chennai"
L022,Mogappair," 334, Thiruvalluvar Salai, Paneer Nagar, Mogappair West, Mogappair, Chennai"
L061,Vepery," 83, Mannarsami Coil Street, Pulianthope"
L004,Perambur," 9, Krishna Nagar Main Road, Thiruvika Nagar, Perambur, Chennai"
L061,Vepery," 33/79, EVK Sampath Road, Vepery, Chennai"
L053,Selaiyur," 24/4, Rajaji Nagar Main Road, Selaiyur, Chennai"
L020,RA Puram," 21/33, South Canal Bank Road, Mandaveli, Raja Annamalai Puram, RA Puram, Chennai"
L004,Perambur," 38, 3rd Cross Street, Vyasarpadi, MKB Nagar, Near Perambur, Chennai"
L022,Mogappair," 309, Nolumbur, Phase 2, Mogappair, Chennai"
L130,East Coast Road (ECR)," Hajiyar Nagar, Pudupattinam, Kalpakkam, Opposite Maruthi Service Centre, East Coast Road (ECR), Chennai"
L088,Karapakkam," 3/267, Sadagopan Street, Karapakkam, Chennai"
L055,Old Mahabalipuram Road (OMR)," 16, Opposite FL Smidth, Siruseri, Old Mahabalipuram Road (OMR), Chennai"
L051,Adambakkam," 28, Kundrakudi Nagar Main Road, Adambakkam, Chennai"
L034,Thiruvanmiyur," 21/1, Avvai Nagar, Main Road, Thiruvanmiyur, Chennai"
L005,Medavakkam," 1/17, Velachery Main Road, Near Medavakkam, Chennai"
L028,Kolathur," 9/19, 4th Street, Akbar Square, Kolathur, Chennai"
L050,Tambaram," 127, Bharatha Matha Street, Poondi Bazaar, Tambaram, Chennai"
L044,Ambattur," 14, South Station Road, Korattur, Ambattur, Chennai"
L044,Ambattur," 32, A-B, Ambattur Industrial Estate, Ambattur, Chennai"
L075,Taramani," 9, Periyar Nagar, Kanagam Road, Taramani, Chennai"
L001,Pallavaram," 19, Kannabiran, Kovil Street, Essa Pallavaram, Pallavaram, Chennai"
L025,Nungambakkam," 132A, Sterling Road, 4th Street, Nungambakkam, Chennai"
L027,Chromepet," 40, Station Road, Doctors Colony, Chromepet, Chennai"
L017,Ramapuram," 9, Ponnurangan Salai, Raghavedra Nagar, Ramapuram, Chennai"
L268,Velachery," 13/14, Dr. Ambedkar Nagar, Velachery, Chennai"
L036,Sholinganallur," East Coast Road (ECR), Panaiyur, Sholinganallur, Chennai"
L268,Velachery," 137, Velachery Main Road, Velachery, Chennai"
L010,Porur," 4, Walaja Street, Pattur Main Road, Mangadu, Porur, Chennai"
L007,Anna Nagar East," Shop 6, Gujji Street, Anna Nagar East, Chennai"
L053,Selaiyur," 70, Agaram Main Road, Thiruvenchery, Selaiyur, Chennai"
L011,Kilpauk," 68, Taylors Road, Telecom Quarters, Kilpauk, Chennai"
L066,Injambakkam," G7, 12th Cross Street Ranga Reddy Garden, Neelankarai, Injambakkam, Chennai"
L052,Nanganallur," 34/27, 28th Street, Thillai Ganga Nagar, Nanganallur, Chennai"
L018,Mylapore," 128, Kutchery Road, Mylapore, Chennai"
L004,Perambur," 14/31, MH Road, Near Max Showroom, Perambur, Chennai"
L025,Nungambakkam," 73/1, Sterling Road, Nungambakkam, Chennai"
L010,Porur," 1/131, Dharma Rajakoil Street, Shaikmanyam, Vanagaram, Porur, Chennai"
L108,Anna Salai," 689, Seethakathi Business Centre, Mount Road, Anna Salai, Chennai"
L078,Mandaveli," 210, St Marry's Road, Mandaveli, Chennai"
L027,Chromepet," 26, Dr. Rajendra Prasad Road, Hastinapuram, Chromepet, Chennai"
L015,"Phoenix Market City, Velachery"," 142, Velachery Main Road, Indira Gandhi Nagar, Velachery, Chennai"
L004,Perambur," 66, Kumaran Nagar, 2nd Main Road, Peravallur, Perambur, Chennai"
L080,Chengalpattu," 95, GST Road, Chengalpattu, Chennai"
L090,Choolaimedu," New 250, Old 15, Periyar Pathai, Choolaimedu, Chennai"
L089,Pallikaranai," House 13B, Ma Po Si Nagar, 2nd Street, Narayanpuram, Opposite Balaji Dental College, Pallikaranai, Chennai"
L076,Poonamalle," 133, NH 45, Food Street, Poonammallee High Road, Velappanchavadi, Poonamalle, Chennai"
L036,Sholinganallur," 10, Lalbahadur Sastri Street, Behind Centure, Sholinganallur, Chennai"
L004,Perambur," 4, Vasuki Nagar, SIDCO Main Road, Kodungaiyur East, Perambur, Chennai"
L077,GST Road," 40, Gandhi Street, GST Road, Chennai"
L066,Injambakkam," Shop C-6, 165, Omr Food Street, East Coast Road, St.Thomas Mount, Injambakkam, Chennai"
L010,Porur," 8, NH Road Porur, Toll Gate Vanagaram, Porur, Chennai"
L089,Pallikaranai," Rice Mill Road, Near City Union Bank, Jalladianpettai, Pallikaranai, Chennai"
L071,Arumbakkam," R 3, MMDA Colony, Arumbakkam, Chennai"
L001,Pallavaram," 18, Indira Gandhi Road, Pallavaram, Chennai"
L108,Anna Salai," 661, Kannammai Building, Anna Salai, Chennai"
L078,Mandaveli," 211, RK Mutt Road, Mandaveli, Chennai"
L005,Medavakkam," 29/A, Medavakkam Road, Keelkatalai, Medavakkam, Chennai"
L110,Red Hills," 253, GNT Road, Red Hills, Chennai"
L025,Nungambakkam," 81, 2nd Floor, Valluvar Kottam High Road, Nungambakkam, Chennai"
L037,Perungudi," 2, MGR Road, Kandhanchavadi, Perungudi, Chennai"
L019,Thuraipakkam," 5/318, Old Mahabalipuram Road, Okkiampet Bridge, Near Bharat Petrol Pump, Thuraipakkam, Chennai"
L028,Kolathur," 31 VMT Nagar, Kolathur, Chennai"
L037,Perungudi," New 15, Old 11, M.G.R Main Road, kandanchavadi, Perungudi, Chennai"
L050,Tambaram," 13, Kannan Street, Tambaram, Chennai"
L041,Royapuram," 16, 23, Andiappan Gramini Street, Pudumanaikuppam, Royapuram"
L242,"Hotel Regenta Central RS, Navallur"," Regenta Central-RS, 13/1A, OMR Road, Near Navalur Tollgate, Egattur, Navallur, Chennai"
L077,GST Road, Delivery Only
L028,Kolathur," 19 A, Redhills High Road, Kolathur, Chennai"
L092,Shenoy Nagar," 1st Main Road, Gajalakshmi Colony, Kathiravan Colony, Shenoy Nagar, Chennai"
L027,Chromepet," Door 11, Polt 39, 7th Street, Vinobaji Nagar, Hasthinapuram, Chromepet, Chennai"
L022,Mogappair," 7/706, 7th Main Road, Mogappair, Chennai"
L105,Parrys," 223, NSC Bose Road, YMCA Building, Parrys, Chennai"
L054,K.K. Nagar," 7, Ramaswamy Salai, K.K. Nagar, Chennai"
L007,Anna Nagar East," 248 KH Road, Ayanavaram, Anna Nagar East, Chennai"
L069,Teynampet," 13/7, Raju Naicken Street, Teynampet, Chennai"
L001,Pallavaram," 6/11, Kamarajar Salai, Anakaputhur, Chennai"
L004,Perambur," 214, Paper Mills Road, Venkatesan Nagar, Peravallur, Perambur, Chennai"
L010,Porur," Mugalivakkam Main Road, Ramya Nagar, Porur, Chennai"
L005,Medavakkam," The Shoppes, Shop 14, Kailash Nagar, Perumbakkam, Near Medavakkam, Chennai"
L068,Padur," 1/268, Old Mahabalipuram Road, Thiruporur Block, Padur, Chennai"
L098,"Chennai Citi Centre, Mylapore"," Chennai Citi Centre Food Court, Citi Centre Mall, Mylapore, Chennai"
L051,Adambakkam," Shop 6, 59, Income Tax Colony, 1st Street, Lakshmi Nagar, Adambakkam, Chennai"
L011,Kilpauk," 14, Vasu Street, Kilpauk, Chennai"
L027,Chromepet," 7 Rajendra Prasad Road, Hasthinapuram, Chromepet, Chennai"
L077,GST Road," 256, Guduvanchery, Kattankulathur Block, GST Road, Chennai"
L243,"Hotel Milestonnez, Kanchipuram District"," Hotel Milestonnez, Santhavelur, Sunguvarchatram, Sriperumpudur Taluk, Kanchipuram District, Chennai"
L049,Maduravoyal," 50, Madras Bombay Trunk Road, Viswasa Nagar, Maduravoyal, Chennai"
L049,Maduravoyal," 5/3, Metukuptam, Main Road, Near Punjab National Bank, Maduravoyal, Chennai"
L052,Nanganallur," 32/6, 1st Main Road, Opposite Axis Bank, Nanganallur, Chennai"
L088,Karapakkam," Shop 5, 167/7A, OMR Food Point, Karapakkam, Chennai"
L036,Sholinganallur," 9, 15th Cross Street, Village High Road, Sholinganallur, Chennai"
L076,Poonamalle," 5, Bangalore High Road, Varadharajapuram, Nazarathpet, Poonamalle, Chennai"
L042,Anna Nagar West," Shop 61, Thiruvalleswar Nagar, Anna Nagar West, Chennai"
L012,Purasavakkam," 61, Perambur Barracks Road, Purasavakkam, Chennai"
L119,Vandalur," 234, G.S.T Main Road, Vandalur, Chennai, Vandalur, Chennai
"
L011,Kilpauk," 183/2, EVR Periyar Salai, Kilpauk, Chennai"
L025,Nungambakkam," 10, Khader Nawaz Khan Road, Nungambakkam, Chennai"
L010,Porur," 14, Second Floor, Trunk Road, Porur, Chennai"
L268,Velachery," 15/21, Ambika Street, New Colony, Velachery, Chennai"
L050,Tambaram," 299/3C/1B, Mudichur Road, Parvathi Nagar, GST Road, Chennai"
L001,Pallavaram," Shop 10, Muthamil Nagar, Pammal Main Road, Pammal, Pallavaram, Chennai"
L010,Porur," 41, Sri Krishna Nagar, Noombal Iyyapathangal, Porur, Chennai"
L047,Mahabalipuram," 52, Othavadai Street, Mamallapuram, Mahabalipuram, Chennai"
L067,Avadi, Delivery Only
L008,T. Nagar," 78, South Usman Road, T. Nagar, Chennai"
L004,Perambur," 3, Jambalingam Main Road, Gandhi Nagar, GKM Colony, Perambur, Chennai"
L008,T. Nagar," 1/4, South Usman Road, T. Nagar, Chennai"
L008,T. Nagar," 24, Sterling Point, G N Chetty Road, T. Nagar, Chennai"
L020,RA Puram," 51, 6th Main Road, RA Puram, Chennai"
L055,Old Mahabalipuram Road (OMR)," 3/510, VPG Avenue Main Road, Mettu Kuppam, Old Mahabalipuram Road (OMR), Chennai"
L029,Valasaravakkam," 103/1, Ground Floor, Arcot Road, Valasaravakkam, Chennai"
L004,Perambur," 16/1, Perambur High Road, Perambur, Chennai"
L001,Pallavaram," 3, Gandhi Street, Anna Nagar, Pammal, Pallavaram, Chennai"
L005,Medavakkam," A2, Yenteepee Homes, Gurudev Colony, Perumbakkam, Medavakkam, Chennai"
L028,Kolathur," 4, 200 Feet Inner Ring Road, Kolathur, Chennai"
L012,Purasavakkam," 32/6, Vaikkokaran Street, Purasavakkam, Chennai"
L233,"Hotel Vee Yes, Egmore"," Hotel Vee Yes, 45, Police Comissioner Office Road, Egmore, Chennai"
L010,Porur," 43, Jayabharathy Nagar, Main Road, Porur, Chennai"
L053,Selaiyur," 17, Devarsj Nagar, Agaram Main Road, Selaiyur, Chennai"
L077,GST Road," Omr Food Street, Guduvanchery, GST Road, Chennai"
L013,Ashok Nagar," 53/22, Veda Nagar, Nerkundram Road, Ashok Nagar, Chennai"
L268,Velachery," Shop 3, Plot 29, Fifth Main Road, Vijay Nagar, Velachery, Chennai"
L076,Poonamalle," 709, Trunk Road, Poonamalle, Chennai"
L119,Vandalur," 2/4, MGR Street, Mannivakkam, Kattankulathur Block, Kancheepuram, Vandalur, Chennai"
L010,Porur," Shop 1 B, Ashwin Amethyst, AN Ezhumalai Road, Iyyapanthangal, Porur, Chennai"
L001,Pallavaram," 200ft, Radial Road, Pallavaram, Chennai"
L008,T. Nagar," 1/7, South Usman Road, T. Nagar, Chennai"
L069,Teynampet," 50, Seethammal Road, Teynampet, Chennai"
L018,Mylapore," 36, 1st Floor, TBK Building, RK Salai, Mylapore, Chennai"
L071,Arumbakkam," A4, MMDA Colony, Near Water Tank, Arumbakkam, Chennai"
L077,GST Road," OMR Food Street, Guduvancheri, GST Road, Chennai"
L101,Tiruvottiyur," 38/104, Sannathi Street, Theradi, Thiruvottiyur, Tiruvottiyur, Chennai"
L044,Ambattur," Vikram plaza, 60 Feet Railway Station Road, Annanur, Ambattur, Chennai"
L071,Arumbakkam," 18/3, Jai Nagar, 1st Main Road, Arumbakkam, Chennai"
L056,Kottivakkam," Shop 15, Natesan Colony, Kottivakkam, Chennai"
L004,Perambur," 170/60 & 61, Chinnaiyan Colony, Perambur, Chennai"
L018,Mylapore," 187/238, Bheemasena Garden Street, Royapettah High Road, Mylapore, Chennai"
