Location_id,Location,Address
L003,Kodambakkam," 18, 1st Main Road, United India Colony, Kodambakkam, Chennai"
L079,Ekkaduthangal," Ekkaduthangal Metro Station, Ekkaduthangal, Chennai"
L085,Koyambedu," Koyambedu Metro Station, Koyambedu, Chennai"
L019,Thuraipakkam," OMR Food Street, Raju Nagar, Thuraipakkam, Chennai"
L009,Vadapalani," Vadapalani Metro Station, Vadapalani, Chennai"
L064,"OMR Food Street, Guduvancheri"," 20, OMR Food Street, Guduvancheri, GST Road, Chennai"
L003,Kodambakkam," 22, Sekar Emporium, Opposite Meenakshi College, Kodambakkam, Chennai"
L026,Royapettah," 37/1, 1st Floor, Whites Road, Royapettah, Chennai"
L021,Alwarpet," 82\/100, Chamiers Road, Alwarpet, Chennai"
L050,Tambaram," Food Court, Tambaram Railway Station, Tambaram, Chennai"
L037,Perungudi," OMR Food Street - 10, MGR Main road, Kandanchavadi, Perungudi, Chennai"
L071,Arumbakkam," Arumbakkam Metro Station, Arumbakkam, Chennai"
L024,Adyar," 3rd Cross Street, 2nd Main Road, Kasthuribai Nagar, Adyar, Chennai"
L007,Anna Nagar East," T-101, Yesesi Supermarket Building, 3rd Avenue, Anna Nagar East, Chennai"
L268,Velachery," 198 A, Velachery Main road, Near Gandhi Road Signal, Velachery, Chennai"
L044,Ambattur," 12, Redhills Main Road, Opposite Rakki Theatre, Ambattur, Chennai"
L070,Triplicane," 1 ,Wallajah Road, Chepauk, Triplicane, Chennai"
L024,Adyar," 1, 5th Street Padmanabha Nagar, Adyar, Chennai"
L087,"Mahindra World City, Chengalpattu"," 221, Central Avenue Road, Mahindra World City, Veerapuram, Chengalpattu, Chennai"
L079,Ekkaduthangal," TS 138/2 & 138/3, Bock 1, Poonamallee Road, Ekkaduthangal, Chennai"
L005,Medavakkam," Senthamil Nagar, Vengaivasal, Medavakkam, Chennai"
L001,Pallavaram," 4 & 5, 1st Floor, PV Vaithyalingam Road, Thiruvalluvar Nagar, Pallavaram MPTY, Kanchipuram Locality, Pallavaram, Chennai"
L088,Karapakkam, Delivery Only
L089,Pallikaranai," 1A, Jeyachandran Nagar, Pallikaranai, Chennai"
L033,Madipakkam," No 920, Bazzar Main Road, Ram Nagar, Madipakkam, Chennai"
L268,Velachery," Near Laya Appakadai, 100 Feet Road, Venkateswara Nagar, Velachery, Chennai"
L005,Medavakkam," 222, Perumbakkam Main Road, Medavakkam, Chennai"
L033,Madipakkam," Ponniamman Koil Street, Madipakkam, Chennai"
L005,Medavakkam," 249, Medavakkam Main Road, Opposite Keelkatalai Bus Stop, Medavakkam, Chennai"
L031,Potheri," Near SRM College Campus Back Gate, Pillayar Kovil Street, Potheri, Chennai"
L005,Medavakkam," Kamarajar Salai, Medavakkam Main Road, Lakshmi Nagar, Kovilambakkam, Medavakkam, Chennai"
L013,Ashok Nagar," 44, 1st Avenue, Ashok Nagar, Chennai"
L001,Pallavaram," 25, Trunk Road, Near Bus Stop, Pallavaram, Chennai"
L037,Perungudi," 16, Ground Floor, MGR Main Road, Kandanchavadi, Perungudi, Chennai"
L063,Egatoor, Delivery Only
L044,Ambattur, Delivery Only
L005,Medavakkam, Delivery Only
L088,Karapakkam," 3, Easwaran Street, Karapakkam, Chennai"
L012,Purasavakkam," 1, VP Colony, Angadi Street, Ayanavaram, Opposite Sayani Bus Stand, Purasavakkam, Chennai"
L004,Perambur," 4, Manali Road, Samiyar Garden, Vaysarpadi, Perambur, Chennai"
L090,Choolaimedu," Riz Complex, 239, Choolaimedu High Road, Choolaimedu, Chennai"
L042,Anna Nagar West," 71/12, New Avadi Road, Near Nadhamuni Signal, Villivakam, Anna Nagar West, Chennai"
L033,Madipakkam," 95 A, Bazzaar Road, Sadasivam Nagar, Madipakkam, Chennai"
L003,Kodambakkam," 9/3, Thambiah Road, Near Kodambakkam Five Light Junction, Kodambakkam, Chennai"
L077,GST Road," 20, OMR Food Street, Near Estancia, Guduvancherry, Chennai"
L268,Velachery," O-30/N-11, Velachery Main Road, Nagendra Nagar, Near Bajaj Showroom, Velachery, Chennai"
L083,"OMR Food Street, Navallur"," 92, OMR Road, Old Mahabalipuram Road (OMR), Chennai"
L041,Royapuram," 468, Suryanarayana Chetty Street, Royapuram, Chennai"
L022,Mogappair," 4/554, Paari Salai, Mogappair, Chennai"
L028,Kolathur," 40/1, 200 Feet Road, Thillai Nagar, Near Rajamangalam Signal, Kolathur, Chennai"
L091,Saidapet," 856, Rasim Towers, Saidapet, Chennai"
L010,Porur," 93C, Ground Floor, PVJ Complex, Opposite Gopalakrishna Theatre, Trunk Road, Porur, Chennai"
L065,Thiruvallur," 20/11, 20/12, J N Road, Opposite TELC Church, Rajajipuram, Periyakuppam, Thiruvallur, Chennai"
L032,Egmore," 102, Shivalaya Building, Ethiraj Salai, Opposite Post Office, Egmore, Chennai"
L059,Palavakkam," 1/82, Kottivakkam, Chennai Near CSI Church, Palavakkam, Chennai"
L054,K.K. Nagar," 1/2, Thiruvallur Salai, Nesapakkam, K.K. Nagar, Chennai"
L026,Royapettah," 52/113, Gowdiya Mutt Road, Royapettah, Chennai"
L092,Shenoy Nagar," 11/30, Near Canara Bank, Pulla Avenue, Shenoy Nagar, Anna Nagar East, Chennai"
L027,Chromepet," 81, R.P Road, Gayathri Nagar, Hastinapuram, Chromepet, Chennai"
L013,Ashok Nagar," 39/18, 4th Avenue, Near R3 Police Station, Ashok Nagar, Chennai"
L067,Avadi," 159/4, CTH Road, Avadi, Chennai"
L001,Pallavaram," 5/53, Rangasamy Pillai Street, Opposite St.Theresa School, Pallavaram, Chennai"
L051,Adambakkam," Old 3/3, New 7, G Floor, Palandiamman Kovil Street, Near St. Thomas Mount Railway Station & Ambedkar Statue, Adambakkam, Chennai"
L081,Madhavaram," 235, Bazaar Street, Opposite Corporation Office, Madhavaram, Chennai"
L093,"Spectrum The Grand Venus Mall, Perambur"," 70/2, 114A & 114B, Paper Mills Road, Perambur, Chennai"
L076,Poonamalle," Shop 8, Trunk Road, Poonamalle, Chennai"
L050,Tambaram," 33, Mudichur Main Road, Tambaram, Chennai"
L068,Padur," 1/137, OMR Road, Kelambakkam, Padur, Chennai"
L077,GST Road," 3/963, Kelambakkam Grammam, Thiruvallur Street, Urappakkam, GST Road, Chennai"
L076,Poonamalle," Kamatchiamman Nagar, Mangadu, Poonamallee, Chennai"
L019,Thuraipakkam," Plot 3, 200 feet Pallavaram, Radial Road, MMRD Scheme Road, Sri Sai Nagar, Seevaram, Thuraipakkam, Chennai"
L094,"The Grand Mall, Velachery"," Grand Diner, 4th Floor, Grand Square, Tambaram - Velachery Main Road, Velachery, Chennai"
L073,Santhome," 1, Anthu Street, Opposite Employment Office, Sandhome High Road, Santhome, Chennai"
L007,Anna Nagar East," 1, Angadi Street, Konnur High Road, Ayanavaram, Anna Nagar East"
L007,Anna Nagar East," 294, 2nd Avenue, Z Block, Ranganathan Garden, Anna Nagar East, Chennai"
L018,Mylapore," 1, Anthu Street, Santhome High Road, Opposite Employment Office, Mylapore, Chennai"
L046,"OMR Food Street, Ambattur"," 3, Plot 90, OMR Food Street, Ambattur, Chennai"
L010,Porur," 67/1, Kundrathur Main Road, Moondram Kattalai, Near Madha Medical College"
L042,Anna Nagar West," 294, Second Avenue, Z Block, Ranganathan Garden, Anna Nagar West, Chennai"
L080,Chengalpattu," Ground Floor, 50, Rahamanth City, Developers Private Limited, Gst Road, Alagesan Nagar, Chengalpattu, Chennai"
L010,Porur," 58, Kundrathur Main Road, Opposite Karur Vysa ATM, Mangadu, Chennai"
L010,Porur," 4, Gerugambakkam Main Road, R.K.B Nagar, Kathiravan Nagar, Gerugambakkam, Porur, Chennai"
L096,Kanchipuram District," 122, W Raja St, Periya, Kanchipuram District, Chennai"
L097,Virugambakkam," Shop 01, 34 B, Kallyamman Koil Street, Virugambakkam, Chennai"
L030,Guindy," 634, Near Maduvankarai, MKN Road, Guindy, Chennai"
L091,Saidapet," 4/1, Mosque Street West, Saidapet, Chennai"
L005,Medavakkam," 7/851, 1st Main Road Perumbakkam, Medavakkam, Chennai"
L058,Gopalapuram," 101/1, KanakaSrinagar, Off Cathedral Road, Gopalapuram, Chennai"
L008,T. Nagar," 19/10, Mass Associates Tower, Bazullah Road, Near ICICI Bank, Parthasarathi Puram, T. Nagar, Chennai"
L098,"Chennai Citi Centre, Mylapore"," 10 & 11, 3rd Floor, Chennai City Center, Dr. Radhakrishnan Road, Mylapore, Chennai"
L077,GST Road," A6, Ground Floor, Gateway Office Parks Private Limited, Perungaluthur, St. Thomas Mount, Ward 183, Kancheepuram, GST Road, Chennai"
L029,Valasaravakkam," 1, Radhakrishnan Salai, Valasaravakkam, Chennai"
L010,Porur," 5/186, SH 55, Venugopal Nagar, Iyyappanthangal, Near Porur, Chennai"
L002,Alandur," 448, MKN Road, Alandur, Chennai"
L049,Maduravoyal," Shop 12, Poonamallee High Road, Maduravoyal, Chennai"
L268,Velachery," 46E, 1st Floor, Ramagiri Nagar, Taramani Road, Velacherry, Chennai"
L025,Nungambakkam," 2, 6th Cross Street, Lake Area, Nungambakkam, Chennai"
L050,Tambaram," Duraisamy Nagar, East Tambaram"
L009,Vadapalani," Shop 179, Arcot Road, Vadapalani, Chennai"
L021,Alwarpet," Kasturi Ranga Road, Alwarpet, Chennai"
L010,Porur," 59, 1st Floor, Block 2, MRM Complex, Poonamallee High Road, Velappanchavadi, Porur, Chennai"
L038,Besant Nagar," M4/1, Ground Floor, 4th Main Road, Besant Nagar, Chennai"
L099,Okkiyampet," 2/314, 1st Floor, Okkiyampet, Thoraipakkam, Okkiyampet, Chennai"
L007,Anna Nagar East," Block D 1, Old 5, 6th West Cross Street, Chinthamani, Anna Nagar East, Chennai"
L044,Ambattur," 451/1B, Floor 1, Corner Shop, MTH Road, Krishnapuram, Ambattur, Chennai"
L005,Medavakkam," 149, Ragamalika Phase, Velachery Tambaram Main Road, United Colony, BHEL Nagar, Medavakkam, Chennai"
L040,Semmancheri," 1, 21A, Old Mahabalipuram Road, Semmancheri, Chennai"
L018,Mylapore, Delivery Only
L010,Porur," 156, Niranjan Square, Mount Poonamalle High Road, Porur, Chennai"
L027,Chromepet," 196, Inside Namma Veetu Vasantha Bhavan, MIT Road, Chromepet, Chennai"
L048,Neelangarai," 352, SH 49, Saraswathi Nagar, Neelangarai, Chennai"
L057,George Town," Thambu Chetty Street, Off Royapuram Flyover, George Town, Chennai"
L034,Thiruvanmiyur," 72, East Mada Street, Thiruvanmiyur, Chennai"
L050,Tambaram," 13/21, Siva Shanmugam Road, West Tambaram, Tambaram, Chennai"
L033,Madipakkam," 1, S-12, Sadasivam Nagar, Bazaar Road, Madipakkam, Chennai"
L091,Saidapet," Old 46, New 107, Kodambakkam Road, Saidapet, Chennai"
L101,Tiruvottiyur," 67, Sannathi Street, Kaladipet, Tiruvottiyur, Chennai"
L091,Saidapet," 30/79, Velachery Main Road, Little Mount, Saidapet, Chennai"
L023,West Mambalam," 124/2, Arya Gowda Road, West Mambalam, Chennai"
L004,Perambur," 171 M.H. Road , Perambur, Chennai"
L075,Taramani," 73, Puthu Koil Street (CSIR Road), Taramani, Chennai"
L056,Kottivakkam," 1/170, ECR Road, Kottivakkam, Chennai"
L004,Perambur," 116 Papermills Road, Sembiam, Perambur, Chennai"
L027,Chromepet," 2/87, Chitlapakkam Main Road, Hasthinapuram, Chromepet, Chennai"
L090,Choolaimedu," 11/13, Nelson Manickam Road, Choolaimedu, Chennai"
L078,Mandaveli," 181/1, R.K.Mutt Road, Mandaveli Pakkam, Mandaveli, Chennai"
L070,Triplicane," Old 230, New 138, Pycrofts Road, Triplicane, Chennai"
L059,Palavakkam," 145, ECR, Palavakkam, Chennai"
L053,Selaiyur," 2, 733, VGP Srinivasan Nagar, Madambakkam Main Road, Selaiyur, Chennai"
L042,Anna Nagar West," 18th Main Road, Near Reliance Fresh, Navalar Nagar, Vallalar Colony, Anna Nagar West, Chennai"
L039,Kotturpuram," Shop 33, Ellaiamman Koil Street, Kotturpuram, Chennai"
L091,Saidapet," 49, Old 19/2, Jones Road, Saidapet, Chennai"
L024,Adyar," 21/3, 2nd Street, Kamaraj Avenue Adyar, Chennai"
L001,Pallavaram," 165, Jamin Anandan Complex, Pammal Main Road, Pammal, Pallavaram, Chennai"
L060,Washermenpet," 36, Ramanujam Iyer Street, T.H Road, Washermenpet, Chennai"
L071,Arumbakkam," 1C, MMDA Colony, Main Road, Arumbakkam, Chennai"
L008,T. Nagar," 15, Muthurangam Road, Kannammapet, T. Nagar, Chennai"
L018,Mylapore," 56, Bazaar Street, Mylapore, Chennai"
L008,T. Nagar," New 69/1, Old 74/1, South West Boag Road, T. Nagar, Chennai"
L019,Thuraipakkam," 60A, 3rd Street, Raju Nagar, Thuraipakkam, Chennai"
L060,Washermenpet," 10, Ramanuja Iyer Street, 21, Tondiarpet, Washermenpet, Chennai"
L017,Ramapuram," 3/10, Bharathi Salai, Ramapuram, Chennai"
L037,Perungudi," Shop 14, MGR Road, Kandanchavadi, Perungudi, Chennai"
L004,Perambur," 18, Paper Mills Road, Gopal Colony, Perambur, Chennai"
L070,Triplicane," 38/5, Dr.Natesan Road, Triplicane, Chennai"
L090,Choolaimedu," 34, Pymash 311/1 & 311/2 TS 14, Block 19, Choolaimedu High Road, Choolaimedu, Chennai"
L049,Maduravoyal," Old 14, New 131, Jeeva Complex, Alapakkam Main Road, Maduravoyal, Chennai"
L029,Valasaravakkam," 41A, Rajagopalan Street, Brindavan Street, Sri Devi Kuppam Main Road, Valasaravakkam, Chennai"
L060,Washermenpet," V.P. Koil Street, Sanjeevarayanpet, Tondiarpet, Washermenpet, Chennai"
L001,Pallavaram," 5/3, Dharga Road, Pallavaram, Chennai"
L023,West Mambalam," Kodambakkam High Road, Mettupalayam, West Mambalam, Chennai"
L060,Washermenpet," Old 67, New 72, Cemetery Road, Washermenpet, Chennai"
L018,Mylapore," 15, Bazaar Road, Madhava Perumal Puram, Mylapore, Chennai"
L029,Valasaravakkam," 130, Arcot Road, Valasaravakkam, Chennai"
L268,Velachery," New 188, Old 106/B, Gandhi Salai, Velachery, Chennai"
L077,GST Road," 36, Gandhi Street, New Perungalathur, GST Road, Chennai"
L013,Ashok Nagar," 12, Ashok Nagar Main Road, Ashok Nagar, Chennai"
L080,Chengalpattu," 352, Periyar Nagar, Nandhivaram, Nellikuppam Road, Chengalpattu, Chennai"
L022,Mogappair," 5/452, Pari Road, Opposite TNSC Bank, Mogappair, Chennai"
L013,Ashok Nagar," 90/98, Pilliyar Kovil Street, Jaferkhanpet, Ashok Nagar, Chennai"
L042,Anna Nagar West," 53, 1st street, Nehru Nagar, Anna Nagar West, Chennai"
L097,Virugambakkam," 25, Reddy Street, Virugambakkam, chennai"
L044,Ambattur," Shop 220, Nandhi Complex, S Park St, Venkatapuram, Ambattur, Chennai"
L003,Kodambakkam," 12, Ashok Nagar Main Road,Kodambakkam,Chennai"
L097,Virugambakkam," 16/1(32/1), Pillaiyar Koil Street, Nesapakkam, Virugambakkam, Chennai"
L067,Avadi," Plot 4, Srinivasa Nagar, Govarthangiri, Avadi, Chennai"
L012,Purasavakkam," 33, Old 16/1, Kadiappa Street, Purasavakkam, Chennai"
L081,Madhavaram," 25, Madhavaram High, Moolakada, Madhavaram, Chennai"
L089,Pallikaranai," 149, Velachery Main Road, Pallikaranai, Chennai"
L079,Ekkaduthangal," Shop 1, 23, Ambal Nagar, Gundy, Ekkaduthangal, Chennai"
L097,Virugambakkam," 25, Reddy Street, Krishna Nagar, Virugambakkam, Chennai"
L019,Thuraipakkam," 1/212, Pillayar Koil Street, Thuraipakkam, Chennai"
L090,Choolaimedu," 29/12, Annanedumpathai, Veerapandi Nagar, Choolaimedu, Chennai"
L005,Medavakkam," 49, Big Street, Keelakattalai, Medavakkam, Chennai"
L042,Anna Nagar West," 53, Nehru Nagar, 1st Street, Anna Nagar West, Chennai"
L005,Medavakkam," 40, Plot 1/906, Rukmani Nagar 2nd Street Perumbakkam Main Road, Medavakkam, Chennai"
L006,Navallur," 214/1, Thalambur Main Road, Navallur, Chennai"
L053,Selaiyur," 49, Shop 2, Vallal, Chitlapakkam Main Road, Yusuf Nagar, Selaiyur, Chennai"
L027,Chromepet," 2/6, CLC Works Road, Chandran Nagar, Chromepet, Chennai"
L033,Madipakkam," 46, 19th Street, Balaji Nagar, Puzhuthivakkam, Madipakkam, Chennai"
L051,Adambakkam," 95, 1st Main Road, Alias, Kakkan Nagar, Adambakkam, Chennai"
L028,Kolathur," 14/10/6, 200 Feet Ring Road, Vivekananda Nagar, Kolathur, Chennai"
L096,Kanchipuram District," 64A/1, Sengazhuneerodai Street, Kanchipuram District, Chennai"
L018,Mylapore," Old 40/3A, New 115, Bazaar Road, Ward 125, Mylapore, Chennai"
L075,Taramani," 13, Kennedy Street, Thanthai Periyar Nagar, 100 Feet Road, Taramani, Chennai"
L027,Chromepet," Patel Street, Nehru Nagar, Chitlapakam, Chromepet, Chennai"
L032,Egmore," New 40, Old 79, Arunachala Naicker Street, Chindatripet, Egmore, Chennai"
L053,Selaiyur," 10, Sundaram Colony, 1st Street, Camp Road, Tambaram, Selaiyur, Chennai"
L013,Ashok Nagar," 98/90, Pillayar Koil Street, Jafferkhanpet, Ashok Nagar, Chennai"
L091,Saidapet, Delivery Only
L008,T. Nagar," 17/9, South Usman Road, Opposite Bus Terminus, T. Nagar, Chennai"
L054,K.K. Nagar," 45/107, Anna Main Road, MGR Nagar, K.K. Nagar, Chennai"
L017,Ramapuram," 109, Anna Main Road, M.G.R Nagar, Ramapuram, Chennai"
L008,T. Nagar," 39/4, North Usman Road, Near Joy Alukkas, T. Nagar, Chennai"
L054,K.K. Nagar," 17/8, 64th Street, 10th Sector, K.K. Nagar, Chennai"
L017,Ramapuram," 4/323, Thiruvallur Salai, Ramapuram, Chennai"
L054,K.K. Nagar," 26, Maariamman Koil Street, Nessapakkam, West K.K. Nagar, Chennai"
L017,Ramapuram," 4/18, Ward-154, Kalsathamman Koil, Street Ramapuram, Villivakkam Block, Ramapuram, Chennai"
L067,Avadi," 66, HVF Road, Near Avadi Bus Stand, Avadi, Chennai"
L004,Perambur," 14, Near ICICI Bank, Madhavaram High Road, Perambur, Chennai"
L011,Kilpauk," 3, Ormes Road, Kilpauk, Chennai"
L012,Purasavakkam," 76, Gangadhareshwara Kovil Street, Purasavakkam, Chennai"
L011,Kilpauk," 79 & 80, Millers Road, Kilpauk, Chennai"
L025,Nungambakkam," 4, Dr Thirumurthy Nagar Main Road, Nungambakkam, Chennai"
L080,Chengalpattu," 21-22, Anna Salai, TKM Road, Chengalpattu, Chennai"
L013,Ashok Nagar," 86, 6th Avenue, Near Sony Center, Ashok Nagar, Chennai"
L032,Egmore," 2/38, Cisons Complex, Montieth Road, Egmore, Chennai"
L079,Ekkaduthangal," 21, S Shahina Sherin, Rajeshwari Tower, Bungalow First Street, Ekkaduthangal, Chennai"
L104,RK Salai (Cathedral Road)," Old 43, New 73, Shahina Sherin S, Dr Rk Salai, RK Salai (Cathedral Road), Chennai"
L012,Purasavakkam," 51, 8th Cross Street, Neelkanth Appartments, Shenoy Nagar, Purasavakkam, Chennai"
L058,Gopalapuram," 6th Street, Gopalapuram, Chennai"
L268,Velachery," 1, Gopal Street, Annai Indira Nagar, Velachery, Chennai"
L042,Anna Nagar West," Flat 51/C, Shanthi Colony Main Road, Anna Nagar West, Chennai"
L038,Besant Nagar," New 3, II Avenue, Ch-90, Near ICICI Bank, Besant Nagar, Chennai"
L022,Mogappair," B - 28, Second Floor, Kambar Road, Mogappair West, Mogappair, Chennai"
L040,Semmancheri," 21 A, Rajiv Gandhi Salai OMR, Semmancheri, Chennai"
L017,Ramapuram," 5, Manapakkam Main Road, Ramapuram, Chennai"
L007,Anna Nagar East," 3 Ground Floor, Door B-9, Anna Nagar East, Chennai"
L011,Kilpauk," 252, Kilpauk Garden Road, Kilpauk, Chennai"
L024,Adyar," 56/21, Girija Enclave, Ground Floor, 1st Avenue, Shastri Nagar, Adyar, Chennai"
L105,Parrys," ambu Chetty Street, Off Royapuram Flyover, Parrys, Chennai"
L044,Ambattur," 451/1-B, 1st Floor, Corner Shop 3, MTH Road, Krishnapuram, Ambattur, Chennai"
L013,Ashok Nagar," 174-c, 2nd Avenue, Ground Floor, Kalyani Towers, Ashok Nagar, Chennai"
L010,Porur," 12, Old 2/235, Mount Ponamallee High Road, Kattupakkam, Porur, Chennai"
L005,Medavakkam," 4/903, Doctor Ambedkar Nagar, Anna Street, Medavakkam, Chennai"
L021,Alwarpet," 231, 100, TT Krishnamachari Road, MIG Colony, Alwarpet, Chennai"
L014,Chetpet," 1/11, 13th Avenue, Harringon Road, Chetpet, Chennai"
L094,"The Grand Mall, Velachery"," 137, The Grand Mall, Main Road, Velachery, Chennai"
L019,Thuraipakkam," 339/4A1, Okkiyam, OMR, Thoraipakkam, Chennai"
L011,Kilpauk," 241 D, Taylors Road, Garden Road, Kilpauk, Chennai"
L106,"VR Mall, Anna Nagar"," VR Chennai, 44, Pillaiyar Koil Street, Jawaharlal Nehru Road, Anna Nagar West, Chennai"
L084,"Forum Vijaya Mall, Vadapalani"," Kiosk 12, Ground Floor, Forum Vijaya Mall, NSK Salai, Arcot Road, Vadapalani, Chennai"
L098,"Chennai Citi Centre, Mylapore"," Chennai Citi Centre Mall, Mylapore, Chennai"
L018,Mylapore," 10 & 11, 3rd Floor, Chennai Citi Centre Holdings Private Limited, Dr. Radha Krishnan Salai, Mylapore, Chennai"
L014,Chetpet," 9, Atop French Loaf,2nd Avenue, Harrington, Chetpet, Chennai"
L106,"VR Mall, Anna Nagar"," 3rd Floor, VR Mall, Jawaharlal Nehru Road, Anna Nagar West, Chennai"
L015,"Phoenix Market City, Velachery"," 142, Phoenix Market City, Main Road, Velachery, Chennai"
L063,Egatoor," 3rd Floor, Marina Mall, Egatoor, Chennai"
L025,Nungambakkam," 113,Valluvarkottam Kottam High Road, Nungambakkam, Chennai"
L075,Taramani," 5, Phase 2, Ascendas IT Park, Opposite CSIR, CSIR Road, Taramani, Chennai"
L025,Nungambakkam," 4, Anderson Road, Near British Consulate, Nungambakkam, Chennai"
L268,Velachery," 37, Tambaram Main Road, Near Velachery Railway Station, Velachery, Chennai"
L044,Ambattur," Akshaya Food Court, Ambit IT Park, 1st Cross Road, Ambattur, Chennai"
L061,Vepery," 15, EVK Sampath Road, Vepery, Chennai"
L018,Mylapore," 71, New Decor Tower, Radhakrishnan Salai, Mylapore, Chennai"
L009,Vadapalani," Chennai Metro Railway Station, Jawaharlal Nehru road, Vadapalani, Chennai"
L018,Mylapore," 12, Venkatesa Agraharam Street, Opposite Sai Baba Kovil, Mylapore, Chennai"
L050,Tambaram, Delivery Only
L034,Thiruvanmiyur," 40, K. Kannan, Ramaniyam Shivani 01 Apartment, Near RTO Office, Coast Road, Thiruvanmiyur, Chennai"
L003,Kodambakkam," 23/31, Dr Ambedkar Road, Kodambakkam, Chennai, Chennai"
L010,Porur," PV Complex, 21 B & 21 C, Arcot Road, Porur, Chennai"
L074,Kelambakkam," Chettinad Hospital and Research Institute, Rajiv Gandhi Salai, Kelambakkam, Chennai"
L107,Meenambakkam," Meenambakkam Metro Station, Meenambakkam, Chennai"
L021,Alwarpet," 48/18, K.B. Desan Road, Alwarpet, Chennai"
L018,Mylapore," 181, Luz Church Road, Mylapore, Chennai"
L052,Nanganallur," New 11, Old 23, 4th Main Road, Nanganallur, Chennai"
L089,Pallikaranai," 395, Jones Towers, Kamakotti Nagar, Velachery Tambaram Road, Pallikaranai, Chennai"
L038,Besant Nagar," 21 A & B, 6th Avenue, Besant Nagar, Chennai"
L034,Thiruvanmiyur," 288, OMR Road, Rajiv Gandhi Salai, Kandanchavady, Thiruvanmiyur, Chennai"
L019,Thuraipakkam," 27 Customs Colony, Main Road, Thuraipakkam, Chennai"
L007,Anna Nagar East," V.R. Mall, Ground Floor, Inner Ring Road, Thirumangalam, Anna Nagar East, Chennai"
L011,Kilpauk," 10, Vasu Street, Kilpauk, Chennai"
L108,Anna Salai," Ground Floor, Spencer Plaza, Phase-III, Anna Salai, Chennai"
L022,Mogappair," 3/22, 3rd Main Road, JJ Nagar, Mogappair, Chennai"
L105,Parrys," 16/31, Kandappa Chetty Street, Kothawal Bazaar, Parrys, Chennai"
L037,Perungudi," 288, Old Mahabalipuram Road, Rajiv Gandhi Salai, Kandanchavadi, Perungudi, Chennai"
L016,Aminijikarai," Shop 2, Third Floor, Nelson Manickam, Aminijikarai, Chennai"
L091,Saidapet," 30, Little Mount Metro Station, Anna Salai, Gothu Medu Housing Board, Saidapet, Chennai"
L075,Taramani," Taramani Railway Station, Platform 01, Taramani, Chennai"
L268,Velachery," 37C, Shop 2, Vikas Plaza, Near Saravana Stores, Velachery, Chennai"
L034,Thiruvanmiyur," 36/66, Valmiki Street, Pcr, Thiruvanmiyur, Chennai"
L037,Perungudi," 14, MGR Salai, Near SP Infocity, Perungudi, Chennai"
L031,Potheri," 16, Bajanai Kovil Street, Kilambakkam, Potheri, Chennai"
L011,Kilpauk," 237/A, Kilpauk Garden Road, Mummy Daddy Showroom, Kilpauk, Chennai"
L035,Saligramam," 32, Arunachalam Road, Saligrammam, Chennai"
L109,Sowcarpet," Hotel Mahashakti International, 371, Mint Street, Sowcarpet, Chennai"
L021,Alwarpet," 167/1&2, Alwarpet Street, Alwarpet, Chennai"
L008,T. Nagar," 2, Rajan Street, Rama Kamath Puram, T. Nagar, Chennai"
L032,Egmore," 5, Embassy Towers, Montieth Road, Egmore Chennai"
L044,Ambattur," Ambit IT Park, Food Court Ambattur Industrial Estate, Ambattur, Chennai"
L026,Royapettah," 29, 2nd Floor, Chokhani Towers, Whited Road, Royapettah, Chennai"
L019,Thuraipakkam," Door 162/5A, Rajiv Gandhi Salai, OMR, Mettukuppam, Thuraipakkam, Chennai"
L079,Ekkaduthangal," 138/2 & 138/3, Block 1, Poonamallee Road, Ekkaduthangal, Chennai"
L088,Karapakkam, Delivery Only
L004,Perambur," 55, 70 Feet Road, Jawahar Nagar, Perambur, Chennai"
L054,K.K. Nagar," 325, Lakshmana Swamy Salai, Near Padma Seshadri School, K.K. Nagar, Chennai"
L268,Velachery," 40/41, Ravel Building, Vijaya Nagar, Velachery Tambaram Main Road, Velachery, Chennai"
L110,Red Hills," 272, GNT Road, Near SKLS Galaxy Mall, Red Hills, Chennai"
L008,T. Nagar," 9, Vijayaraghava Road, T. Nagar, Chennai"
L083,"OMR Food Street, Navallur"," Shop C9, 92, OMR Road, Navallur, Chennai"
L053,Selaiyur," Shop 4 & 5, Plot 17 & 18, Rosily Nagar,    Chitlapakkam Main Road, Selaiyur, Chennai"
L111,"Ampa Skywalk Mall, Aminijikarai"," 3rd Floor, Ampa Skywalk, Nelson Manickam Road, Aminijikarai, Chennai"
L018,Mylapore," 40, Catherine Road, Mylapore, Chennai"
L044,Ambattur," 2/1A, Daniel Street, Banu Nagar West, Ambattur, Chennai"
L038,Besant Nagar," Shop 1, Elliot Beach Road, Besant Nagar, Chennai"
L013,Ashok Nagar," 44, 1st Avenue, Ashok Nagar, Chennai"
L017,Ramapuram," Nilgiris 5, 48, Valluvar Salai, Andavar Nagar, 1st Main Road, Mulainagar, Ramapuram, Chennai, Chennai"
L268,Velachery," Shop 4, Drive Way Kiosk, Grand Square Mall, Dr. Seetharam Nagar, Velachery, Chennai"
L026,Royapettah," 22, Thiruvika Road, New Colony, Peters Colony, Royapettah, Chennai"
L019,Thuraipakkam," Shop C-3/36, New Street, Kumaran Kudil Main Road, Thuraipakkam, Chennai"
L075,Taramani," 24, 117, Ambedkar Street, Anna Nagar Road, Tharamani, Taramani, Chennai"
L076,Poonamalle," 37, Bangalore High Road, Poonamalle, Chennai"
